SeniorCitizen,tenure,MonthlyCharges,TotalCharges,cluster
1,72,64.41,2528.0,0
0,5,42.05,8232.07,1
1,2,20.11,2628.53,0
0,16,112.03,6585.08,1
0,39,23.54,1777.94,2
0,36,42.34,8104.12,1
0,29,105.37,3175.1,2
0,42,113.81,7172.24,1
0,4,85.88,1734.75,2
0,26,44.39,2557.5,2
1,23,45.35,8993.18,0
0,4,69.55,1041.68,2
0,13,113.28,1092.14,2
0,47,114.58,8518.39,1
0,72,61.92,1374.16,2
0,27,50.76,9847.1,1
0,63,57.48,1549.1,2
1,3,41.83,7503.14,0
0,72,35.55,6591.56,1
0,0,87.76,8012.35,1
0,18,44.5,7651.74,1
1,8,102.67,4034.28,0
0,42,43.22,10408.66,1
0,6,74.11,5601.68,1
0,0,90.44,10691.21,1
0,13,84.57,4203.61,2
0,1,29.56,5809.11,1
0,8,46.04,6433.56,1
1,25,19.69,6204.51,0
1,8,78.21,7285.66,0
0,7,80.85,3163.91,2
0,4,66.52,733.07,2
1,3,82.68,2198.93,0
1,18,104.83,6171.3,0
0,28,43.96,9437.34,1
0,15,72.9,5235.96,2
0,3,31.79,3546.23,2
0,26,41.94,8049.08,1
0,20,49.1,4360.09,2
0,12,90.61,9045.51,1
0,10,32.99,150.31,2
1,5,89.02,1294.59,0
0,3,27.55,1146.49,2
0,10,87.33,403.88,2
0,1,97.86,1865.46,2
0,14,110.0,10857.64,1
0,23,102.66,5307.04,2
0,71,83.23,4656.59,2
0,24,98.34,10013.96,1
1,24,91.32,8748.42,0
0,11,66.28,3008.6,2
0,3,98.26,8852.37,1
0,14,18.54,927.72,2
0,22,100.04,7879.75,1
0,32,112.26,222.33,2
1,43,111.2,2327.87,0
0,7,119.85,9764.24,1
0,6,46.44,4120.54,2
1,20,31.95,5179.32,0
0,20,68.24,7122.9,1
0,6,52.94,7638.95,1
0,22,64.64,1618.14,2
0,10,55.01,10206.3,1
0,25,105.22,6259.14,1
0,8,73.35,6594.71,1
0,22,98.88,7055.54,1
0,36,48.41,9385.91,1
0,72,58.26,2329.45,2
1,60,47.21,10026.95,0
0,17,117.09,8592.79,1
1,16,63.43,2477.96,0
0,14,59.79,8790.75,1
0,0,103.66,5557.55,1
0,4,95.22,6339.75,1
0,1,111.88,10918.01,1
1,29,94.94,164.27,0
0,13,53.4,10299.5,1
0,1,48.79,7985.87,1
0,29,87.83,3846.42,2
0,25,31.22,8027.21,1
0,31,27.06,2245.08,2
0,22,99.03,5657.46,1
0,4,82.86,8979.46,1
0,1,40.32,2319.6,2
0,42,86.29,6175.07,1
0,6,49.57,485.76,2
0,19,46.98,9207.12,1
1,16,45.89,3866.92,0
0,63,69.69,3617.71,2
0,20,114.02,2833.29,2
0,21,114.74,7915.24,1
0,9,73.73,1933.04,2
1,72,106.59,392.4,0
0,23,69.53,3076.74,2
0,0,68.19,7298.09,1
0,20,21.89,571.52,2
0,11,94.0,4710.28,2
0,0,83.0,8877.55,1
0,14,55.45,4707.04,2
0,37,32.99,6085.82,1
0,17,119.02,4713.62,2
0,25,101.31,1930.26,2
0,25,81.98,10678.95,1
0,27,19.7,2109.95,2
0,12,106.72,6831.01,1
0,11,80.2,3013.64,2
0,0,34.12,9059.59,1
0,4,101.04,8737.6,1
0,72,79.56,5026.07,2
1,46,72.14,2101.21,0
1,8,32.28,547.59,0
0,12,43.98,5254.28,2
0,70,88.43,1822.03,2
0,7,53.71,10442.47,1
0,19,53.35,1520.44,2
0,0,36.39,2607.43,2
0,24,38.99,8455.94,1
1,66,86.78,4753.91,0
0,54,112.03,3949.19,2
0,17,23.54,4002.67,2
0,26,68.22,5834.27,1
0,21,115.53,5895.45,1
0,1,72.6,3577.52,2
0,4,61.18,7641.61,1
0,72,47.62,3166.83,2
0,7,94.96,2652.95,2
0,12,109.31,9542.53,1
0,17,118.96,1247.89,2
0,72,49.5,10668.69,1
0,29,30.98,6232.39,1
0,24,91.81,10204.44,1
1,18,102.75,10802.98,0
0,30,107.03,4592.73,2
1,27,79.63,2140.99,0
1,58,115.95,10307.83,0
0,19,29.43,9350.86,1
0,13,49.41,2004.64,2
1,41,48.57,1683.98,0
0,40,58.68,10896.59,1
0,4,94.59,6368.92,1
1,6,20.06,5002.97,0
0,72,19.77,6875.26,1
0,14,32.0,9188.08,1
0,18,36.95,179.08,2
0,9,118.89,1128.02,2
0,16,44.31,7523.31,1
0,34,64.66,7475.93,1
0,16,20.96,10838.93,1
0,9,112.91,314.86,2
0,2,22.8,888.73,2
0,65,110.04,5293.06,2
0,51,38.43,7247.7,1
0,39,110.71,2858.0,2
0,29,51.73,2833.32,2
0,18,66.63,447.3,2
1,56,90.52,528.66,0
0,39,93.8,1005.7,2
0,42,21.47,779.45,2
0,9,19.98,9684.54,1
0,13,50.81,4491.11,2
0,30,70.18,8349.01,1
0,11,107.08,1417.41,2
0,17,36.46,141.1,2
0,25,56.01,10980.78,1
0,14,62.41,8771.64,1
0,39,67.75,9161.84,1
0,3,89.89,6631.91,1
1,31,110.81,2187.2,0
0,3,31.17,280.51,2
0,69,65.96,8219.57,1
0,9,118.45,8927.1,1
1,39,79.11,5302.01,0
0,18,104.56,6849.03,1
1,2,108.75,10764.37,0
1,21,25.25,3725.43,0
0,60,67.05,9352.74,1
0,4,116.11,9604.64,1
0,9,33.22,935.37,2
0,14,37.22,5237.15,2
0,8,69.62,6383.22,1
0,71,31.58,1608.19,2
1,11,105.71,4535.46,0
0,26,95.8,4993.95,2
1,6,104.66,3069.6,0
0,6,59.33,1010.54,2
0,4,83.99,3846.85,2
1,14,51.36,6733.31,0
0,19,24.44,4098.75,2
0,0,97.03,2601.28,2
0,44,117.11,2198.25,2
0,17,47.17,4492.76,2
0,4,47.34,10649.71,1
0,1,39.07,6944.58,1
0,1,61.51,1179.24,2
1,7,56.32,1535.47,0
0,17,108.26,6557.54,1
1,49,98.61,2744.99,0
0,58,107.82,9163.78,1
0,44,111.79,781.76,2
0,9,87.28,2614.07,2
0,9,83.62,6989.59,1
1,72,65.55,7229.96,0
0,28,26.46,7854.49,1
0,9,63.52,9537.79,1
0,9,54.98,10659.01,1
0,14,56.6,2225.84,2
1,24,69.15,2863.53,0
1,57,71.78,4350.26,0
0,5,40.03,4223.46,2
0,2,46.03,3900.68,2
0,13,38.73,702.86,2
0,7,93.11,9493.12,1
1,21,116.37,7304.55,0
0,30,42.96,8664.69,1
0,9,106.09,10997.35,1
0,28,92.48,5394.13,2
1,10,49.23,1481.25,0
0,25,71.54,9166.82,1
0,25,80.22,8173.48,1
0,8,96.69,8454.68,1
0,25,73.52,1788.26,2
0,11,84.89,8305.91,1
0,10,50.69,6526.01,1
0,8,30.58,575.53,2
0,10,24.13,3227.67,2
0,38,47.77,2438.91,2
0,7,86.11,3216.68,2
0,28,27.09,2213.68,2
0,57,93.37,4388.47,2
0,10,59.54,2402.77,2
0,0,65.75,4369.23,2
1,0,39.73,202.14,0
0,3,89.12,8100.55,1
0,2,116.99,3830.65,2
0,34,58.91,3177.16,2
0,8,29.79,9450.8,1
0,26,19.75,8240.62,1
0,1,106.35,9496.82,1
0,8,89.94,9604.42,1
0,6,104.33,8031.68,1
0,8,58.05,652.07,2
0,5,82.6,1070.16,2
0,24,57.56,825.16,2
0,27,51.52,2742.39,2
0,4,78.21,9505.07,1
0,33,40.28,440.4,2
1,7,92.36,641.24,0
0,8,82.64,1311.36,2
0,44,59.46,6370.29,1
0,57,47.1,3524.3,2
1,43,54.69,10350.13,0
0,3,49.77,1505.8,2
0,72,54.86,8854.3,1
1,27,19.62,7100.51,0
1,17,52.72,7191.74,0
0,72,73.16,3882.51,2
0,42,67.21,69.7,2
0,29,32.4,4044.38,2
0,45,114.59,6623.13,1
0,12,36.81,8116.11,1
0,28,76.95,6092.17,1
0,5,55.88,10792.21,1
0,72,86.68,6460.33,1
0,22,62.45,932.03,2
0,42,22.18,9407.92,1
0,13,82.65,7187.69,1
0,35,112.42,5697.7,1
1,12,106.69,8574.74,0
0,22,51.49,7599.37,1
0,37,51.16,10438.13,1
1,3,77.94,5116.74,0
0,11,38.06,7823.85,1
0,19,82.02,5061.32,2
1,10,99.72,3073.01,0
0,9,38.76,3528.02,2
0,8,115.71,6520.37,1
0,6,69.33,2001.53,2
0,47,40.2,5569.19,2
0,64,24.83,7633.51,1
1,30,47.22,5910.19,0
0,0,66.29,6196.49,1
0,38,66.81,2353.49,2
0,18,38.85,7241.04,1
0,35,44.34,6579.66,1
0,14,87.19,5877.18,1
0,1,97.03,7663.05,1
0,28,28.99,7716.84,1
0,14,85.92,7618.33,1
0,51,111.47,1563.68,2
0,33,21.59,6487.14,1
0,11,80.53,7692.6,1
0,32,77.43,6699.84,1
0,17,42.05,2138.12,2
0,5,102.13,281.79,2
0,13,18.67,6701.32,1
0,6,112.77,2440.67,2
1,0,79.01,9107.23,0
0,7,68.08,10290.54,1
0,5,93.49,9227.01,1
0,0,114.1,1892.1,2
0,38,101.83,9006.74,1
0,2,75.91,1980.11,2
0,14,30.86,3293.8,2
0,13,56.83,9113.92,1
1,5,107.05,1614.96,0
1,72,104.82,2082.38,0
0,23,60.81,9299.15,1
0,41,66.26,10859.01,1
0,17,87.8,7001.7,1
0,32,62.81,6798.54,1
0,72,27.13,5955.5,1
0,10,92.41,2705.31,2
0,17,84.3,434.96,2
0,18,38.26,4964.34,2
0,72,99.88,9319.56,1
0,6,101.29,9776.4,1
0,28,43.2,5571.35,1
0,3,32.42,10337.6,1
0,65,38.02,6211.05,1
0,22,68.31,8358.94,1
1,49,50.57,4872.21,0
0,56,86.69,921.87,2
0,20,71.17,9218.88,1
0,28,86.46,10375.43,1
0,29,40.52,7964.5,1
0,15,78.3,4510.6,2
0,14,108.09,9466.64,1
0,5,77.53,6948.41,1
0,12,88.26,50.55,2
0,72,114.93,10289.61,1
0,7,108.42,5103.02,2
0,35,40.95,1934.41,2
0,1,101.26,2029.44,2
0,15,117.96,3766.54,2
0,1,98.45,486.56,2
0,16,31.13,3374.49,2
0,0,81.26,1020.87,2
0,23,84.58,2237.27,2
1,22,33.04,218.14,0
0,39,74.62,7497.47,1
0,21,112.16,6339.99,1
0,65,48.13,1032.0,2
0,38,100.36,8533.78,1
1,3,83.64,7574.81,0
0,7,86.8,1715.31,2
0,0,48.55,474.7,2
0,12,95.22,1502.74,2
0,17,82.94,1303.6,2
0,72,71.46,6721.6,1
1,18,68.03,582.54,0
0,37,49.3,3434.23,2
0,7,38.62,3961.99,2
1,4,96.24,960.99,0
0,41,38.35,3789.13,2
0,7,35.07,6237.16,1
0,51,104.82,3557.64,2
0,4,26.16,10238.88,1
0,47,33.64,3159.69,2
0,37,27.29,7167.55,1
0,23,115.73,5935.01,1
0,47,28.69,4139.36,2
0,10,18.61,10658.34,1
0,4,80.47,9450.91,1
0,4,90.78,2223.33,2
0,7,36.12,10697.67,1
0,14,53.58,229.59,2
0,52,49.6,138.89,2
0,2,91.83,1067.81,2
0,61,58.2,3925.14,2
0,64,71.92,4027.2,2
0,32,97.19,632.83,2
0,57,68.31,8178.53,1
0,36,92.01,3543.14,2
0,18,75.79,10429.1,1
0,22,90.7,10980.63,1
0,24,27.25,7598.3,1
1,3,117.78,1285.83,0
0,5,26.87,5698.62,1
0,18,82.88,8636.55,1
0,3,20.36,10102.32,1
0,72,70.75,4704.51,2
0,17,27.79,22.51,2
0,11,27.18,4487.07,2
0,4,47.06,6307.79,1
0,13,42.65,1238.86,2
0,9,31.96,7114.22,1
0,2,77.08,6198.55,1
0,72,108.31,5266.18,2
0,7,111.58,5975.01,1
0,29,47.62,347.54,2
0,2,106.19,8286.66,1
0,61,116.69,7692.47,1
1,22,49.84,2224.63,0
1,26,113.59,861.58,0
0,38,61.45,4331.21,2
0,23,65.33,8337.16,1
0,1,67.0,4360.95,2
0,14,92.58,7954.47,1
0,7,44.58,8545.18,1
0,16,42.52,524.09,2
1,12,82.21,4361.36,0
0,43,74.88,10871.52,1
0,7,25.25,308.73,2
0,5,110.06,9846.5,1
0,72,47.65,1303.67,2
0,72,94.6,6723.49,1
0,72,77.0,10448.26,1
0,21,76.37,6783.14,1
0,3,105.59,2107.67,2
1,53,107.81,2297.9,0
0,3,75.14,351.11,2
0,4,61.7,3926.68,2
0,5,81.25,6440.75,1
0,26,30.21,8917.3,1
0,2,60.84,6418.26,1
1,37,85.52,10034.45,0
0,1,95.83,7611.79,1
1,2,91.57,6091.05,0
0,14,35.81,2282.37,2
0,11,80.38,8640.64,1
1,72,27.21,3346.54,0
0,72,78.79,3543.27,2
0,5,94.09,1184.12,2
0,72,82.4,578.62,2
0,29,81.74,5018.9,2
0,13,84.62,1367.46,2
1,33,60.64,3737.76,0
0,57,57.27,9218.98,1
0,4,63.38,3637.65,2
1,5,39.55,6833.41,0
0,13,64.29,9363.44,1
0,4,110.27,1657.79,2
0,11,47.65,10413.31,1
0,25,61.97,6171.07,1
0,41,83.89,8097.37,1
1,8,96.25,9442.81,0
0,8,18.93,8573.96,1
0,37,85.74,2667.95,2
0,11,32.63,2776.86,2
0,42,93.88,1979.02,2
0,72,31.87,2163.63,2
0,72,94.51,8853.96,1
0,27,114.47,6173.1,1
0,11,40.8,1432.89,2
0,1,18.89,3412.93,2
0,33,29.31,869.1,2
0,72,111.77,9108.97,1
0,1,65.98,6776.89,1
0,0,72.84,1825.36,2
0,44,33.61,9212.28,1
0,2,118.68,9868.83,1
0,2,36.61,7766.11,1
0,60,79.43,5483.9,2
0,2,76.08,8500.51,1
0,3,24.67,4228.47,2
0,21,119.64,4931.34,2
0,35,74.11,4735.87,2
0,12,33.87,10726.02,1
1,13,94.99,3647.33,0
1,25,58.03,5471.95,0
0,17,86.35,9750.96,1
0,0,40.79,958.3,2
0,3,112.07,3200.73,2
0,21,22.18,8266.8,1
0,39,20.06,8127.39,1
0,36,106.21,6135.15,1
0,33,73.51,7647.08,1
0,36,52.83,3133.98,2
1,1,32.4,7136.39,0
0,56,24.1,541.41,2
0,55,48.14,10841.87,1
0,18,100.73,7050.41,1
0,7,37.63,1989.23,2
0,22,117.91,7940.24,1
0,20,98.74,7039.64,1
0,6,19.2,10607.76,1
0,23,74.07,3192.55,2
0,39,58.38,638.74,2
1,41,63.29,2032.67,0
0,1,63.24,4618.07,2
0,5,104.82,2627.98,2
0,27,87.93,8181.15,1
0,49,47.65,541.82,2
0,18,70.59,1432.3,2
0,30,67.67,3408.81,2
0,0,47.28,6171.73,1
0,23,81.29,3224.21,2
0,72,82.43,6187.5,1
0,27,28.95,3440.03,2
1,63,27.09,8364.79,0
0,20,21.03,8162.5,1
0,46,78.42,8695.92,1
0,3,119.58,10524.25,1
1,3,110.68,9087.7,0
0,3,65.02,9121.86,1
0,16,50.53,4204.02,2
0,10,92.79,3436.49,2
0,31,52.2,2455.48,2
0,58,21.54,4891.47,2
0,24,70.77,4151.97,2
1,5,50.71,2450.08,0
0,66,22.51,39.72,2
1,18,95.49,5022.59,0
0,31,76.46,10786.71,1
0,55,53.6,8034.99,1
1,72,60.51,10336.72,0
0,17,25.98,5513.49,2
0,41,30.61,10853.05,1
0,20,60.75,2206.96,2
0,16,33.43,6088.2,1
0,19,37.38,2879.94,2
0,16,55.61,2531.24,2
0,13,71.45,10293.37,1
0,32,74.87,6352.46,1
0,7,67.93,937.13,2
0,23,25.44,4055.55,2
0,31,26.14,9221.75,1
0,55,38.98,1048.97,2
0,10,107.35,260.39,2
0,49,29.38,9306.3,1
0,72,91.66,7502.6,1
1,26,101.58,789.92,0
0,36,28.71,2037.33,2
0,13,78.86,798.55,2
0,72,96.45,782.75,2
0,27,99.93,9902.97,1
0,9,20.96,8294.76,1
0,12,72.59,5652.16,1
0,24,37.01,3522.48,2
1,6,108.71,6732.74,0
0,35,65.41,3155.57,2
0,6,60.4,1581.36,2
0,22,39.09,5364.73,2
1,29,38.01,9301.14,0
0,49,119.11,7538.84,1
0,33,24.9,8637.86,1
0,40,22.29,1983.31,2
0,61,45.12,10577.99,1
0,22,55.39,848.07,2
0,46,57.6,5624.13,1
0,6,37.56,4106.05,2
0,42,113.79,6522.99,1
0,6,110.02,10349.86,1
0,68,68.72,1234.22,2
0,10,94.87,1470.21,2
0,4,40.93,3696.46,2
0,4,105.19,7060.79,1
0,5,60.02,1626.85,2
0,14,31.62,1453.34,2
0,18,98.9,8712.82,1
0,61,67.04,8747.25,1
0,11,79.92,7492.33,1
0,6,111.5,4527.35,2
0,34,76.38,6319.13,1
0,3,45.15,6772.92,1
1,55,52.98,7476.55,0
0,13,105.36,2585.25,2
1,23,100.92,5681.55,0
0,5,93.44,10980.36,1
1,3,31.15,1951.7,0
0,40,37.82,871.1,2
0,14,89.7,779.57,2
0,72,46.36,7344.1,1
0,18,90.56,8965.34,1
0,46,88.73,2625.73,2
0,72,78.04,395.8,2
0,8,118.81,7867.26,1
0,40,107.19,8225.91,1
0,0,30.31,2914.84,2
0,28,92.8,184.48,2
0,34,104.56,8798.81,1
0,16,106.94,3983.9,2
0,4,70.46,5726.89,1
1,23,105.48,9901.77,0
0,56,105.14,2277.68,2
0,66,74.5,1450.56,2
0,34,73.2,6410.66,1
0,7,80.76,7333.45,1
0,51,34.04,4340.83,2
0,54,93.37,370.15,2
0,11,108.82,999.79,2
1,5,75.12,2957.97,0
0,51,93.16,2439.2,2
0,54,71.28,3478.02,2
1,2,75.32,5935.13,0
0,72,76.86,633.34,2
0,19,44.07,2506.4,2
0,72,96.06,8804.79,1
0,14,60.52,1868.75,2
0,19,24.11,3305.86,2
0,7,67.44,5038.41,2
0,57,30.68,1802.07,2
1,14,99.52,8351.84,0
0,42,35.49,327.73,2
1,2,110.11,4724.83,0
1,38,108.61,6023.38,0
0,16,108.61,1385.03,2
0,0,50.33,7571.21,1
0,6,50.33,1088.18,2
0,5,54.95,6127.13,1
0,34,107.84,9869.54,1
1,16,56.9,1831.78,0
0,4,75.74,6289.17,1
0,7,117.05,9071.51,1
0,17,89.22,2383.66,2
0,0,99.25,227.13,2
0,13,64.83,254.85,2
0,28,95.26,2709.99,2
0,18,99.46,7882.18,1
0,22,87.68,3744.16,2
0,9,119.93,5283.25,2
0,5,26.05,654.5,2
0,41,102.89,9698.67,1
0,59,40.12,4521.13,2
0,17,81.98,8673.14,1
0,9,101.35,201.46,2
0,17,84.26,7703.66,1
1,52,45.91,5525.58,0
0,29,49.29,2875.13,2
0,48,79.21,7879.69,1
1,9,110.35,5405.14,0
0,31,85.01,6621.69,1
0,26,61.28,8090.05,1
1,21,106.21,1002.08,0
0,18,48.46,7589.8,1
0,20,71.73,4712.62,2
1,47,49.57,10235.84,0
0,61,98.07,9666.66,1
0,2,38.46,8283.88,1
0,21,84.9,8069.7,1
0,62,85.29,9735.38,1
0,3,112.97,8757.88,1
0,13,63.0,10587.42,1
1,2,68.63,9498.45,0
1,3,79.07,3637.73,0
1,58,30.95,7683.08,0
0,14,64.42,9527.73,1
0,29,33.31,8915.62,1
1,3,98.36,6856.93,0
1,0,51.35,5549.79,0
0,55,62.56,935.9,2
0,21,46.88,3538.58,2
0,0,44.23,6665.07,1
0,72,118.73,6366.21,1
0,16,102.96,8250.47,1
1,16,63.81,9639.63,0
0,24,102.5,6188.73,1
0,0,87.02,7077.49,1
0,21,59.75,4695.77,2
0,24,20.86,664.16,2
0,8,111.18,3611.12,2
0,32,41.14,5943.88,1
0,11,91.92,5432.94,1
0,31,101.17,6203.89,1
0,3,77.85,6886.97,1
0,61,84.99,778.01,2
0,52,25.01,155.38,2
1,4,75.16,2522.66,0
0,69,48.25,5928.29,1
0,20,75.92,3755.53,2
0,30,79.63,6406.11,1
1,45,25.48,7025.39,0
0,2,62.59,1939.1,2
0,4,104.39,6466.18,1
0,8,30.34,10954.62,1
0,16,94.42,10587.64,1
1,10,74.3,3898.7,0
0,17,80.65,2255.85,2
0,5,20.22,9970.28,1
0,28,106.11,8274.14,1
0,1,110.07,2619.68,2
0,11,81.6,3660.26,2
0,4,118.79,4751.58,2
0,32,48.8,4311.04,2
0,53,39.3,6771.61,1
0,2,32.98,7964.28,1
0,38,36.43,9897.31,1
0,56,21.5,1954.92,2
0,72,89.75,4034.86,2
0,21,96.86,8252.55,1
0,9,19.2,7663.43,1
0,9,41.84,9886.08,1
0,11,40.25,7808.48,1
0,23,82.67,1286.6,2
0,16,98.36,7923.58,1
0,26,91.29,347.11,2
0,1,95.73,6188.92,1
0,2,90.69,7374.85,1
1,72,95.57,9080.34,0
0,72,75.31,6614.74,1
1,34,73.69,6993.94,0
0,7,101.87,1690.03,2
0,72,80.44,704.98,2
0,6,32.88,1139.15,2
1,32,106.32,2544.42,0
0,3,67.14,4927.79,2
0,26,43.71,4333.54,2
0,35,56.31,3330.1,2
0,49,76.12,9773.46,1
0,33,58.17,986.01,2
0,64,78.42,1602.82,2
0,18,75.22,4796.23,2
0,28,74.3,1442.9,2
0,11,75.69,1728.22,2
0,0,50.56,10638.61,1
0,35,105.92,5446.71,1
1,50,72.29,1172.85,0
1,4,22.67,590.71,0
1,0,48.04,8090.03,0
0,4,91.14,4242.75,2
1,56,85.89,3143.84,0
0,8,37.86,7572.54,1
0,6,119.82,7691.7,1
0,0,81.84,3977.81,2
0,8,51.37,10458.63,1
1,31,58.05,4411.13,0
0,72,111.8,4188.16,2
0,9,61.97,8560.28,1
0,6,42.59,8978.67,1
0,54,53.06,3173.83,2
0,47,72.08,7586.07,1
0,9,34.09,7038.92,1
0,1,23.2,389.63,2
0,72,59.17,2165.63,2
0,28,109.42,1124.06,2
0,65,112.56,9740.33,1
0,10,102.9,10513.67,1
1,26,35.38,9078.31,0
0,28,22.98,3435.87,2
0,51,71.84,9464.26,1
0,72,87.03,658.72,2
0,2,84.91,7544.35,1
0,24,45.6,1382.64,2
0,10,52.49,158.0,2
0,41,116.69,1946.21,2
0,35,61.53,10598.27,1
0,55,84.12,8301.3,1
0,10,69.07,5708.21,1
0,5,105.19,10307.77,1
0,0,103.44,4589.38,2
1,7,84.19,462.3,0
0,11,113.04,6548.67,1
0,72,39.19,9115.41,1
0,16,72.73,3160.79,2
1,20,41.92,3504.02,0
0,53,28.46,7393.68,1
0,54,96.75,8853.33,1
0,18,80.5,4786.06,2
1,3,28.6,996.71,0
1,7,118.86,8217.53,0
0,15,26.54,4703.25,2
0,34,88.1,10013.62,1
0,31,79.61,2799.58,2
0,25,60.25,5106.87,2
0,53,105.81,7795.22,1
0,40,53.65,2712.08,2
0,72,101.94,2510.97,2
0,54,78.52,8020.3,1
0,5,58.04,1995.71,2
0,1,53.07,1328.31,2
0,13,44.63,2863.27,2
1,24,19.75,9027.2,0
0,25,81.32,9504.83,1
0,7,64.35,1166.17,2
0,49,52.39,1224.31,2
0,9,35.9,9211.92,1
0,62,18.1,10406.29,1
0,15,86.92,5292.63,2
0,0,105.69,9342.85,1
0,4,53.86,9785.07,1
0,2,73.2,3980.93,2
1,1,79.01,5560.56,0
0,31,43.21,6291.16,1
1,5,67.77,8527.78,0
1,45,85.91,5062.29,0
0,7,107.38,5591.14,1
0,0,100.29,838.03,2
0,42,106.67,614.8,2
0,15,119.68,8141.59,1
0,22,44.75,5315.21,2
1,10,92.11,1004.16,0
0,1,75.25,2664.65,2
0,11,77.77,7457.14,1
0,18,47.53,5562.36,1
0,0,104.58,8741.6,1
0,21,98.5,4339.98,2
0,55,101.78,1283.63,2
0,6,119.69,2957.94,2
0,65,49.51,1227.31,2
0,2,117.42,5295.61,1
0,43,39.38,5226.55,2
0,45,27.25,832.67,2
0,7,19.05,2122.63,2
0,72,41.9,10669.16,1
0,13,49.88,10818.74,1
0,3,49.53,3782.2,2
0,22,112.85,1608.34,2
0,72,49.93,2088.46,2
0,57,85.25,914.11,2
0,8,118.51,958.71,2
0,21,47.98,2138.99,2
0,3,117.48,5185.45,2
1,15,95.79,7847.3,0
0,18,100.88,1755.23,2
0,9,76.01,4598.03,2
0,16,97.32,959.15,2
0,63,80.22,6845.52,1
1,17,67.45,4749.2,0
0,44,105.13,8797.15,1
1,9,101.72,9701.92,0
0,72,58.39,2692.16,2
0,2,22.23,4422.14,2
0,22,112.46,5480.65,1
0,39,97.8,10959.36,1
0,42,105.49,10074.45,1
0,5,20.42,10669.53,1
0,12,107.16,5115.35,2
0,24,65.83,10995.36,1
1,9,110.86,374.14,0
0,26,88.6,10646.11,1
0,11,61.42,2132.48,2
0,10,30.62,10767.24,1
0,2,74.88,5014.39,2
0,1,90.31,6382.57,1
0,45,110.21,9983.24,1
0,16,108.3,10827.5,1
0,20,44.38,1904.42,2
0,11,25.66,6706.79,1
0,3,65.91,7627.64,1
0,14,46.2,7795.71,1
0,6,50.38,2328.54,2
0,45,86.08,788.8,2
0,72,94.15,4151.12,2
1,54,92.82,8931.77,0
0,18,101.36,10677.6,1
0,24,22.43,4901.97,2
0,72,116.47,10058.07,1
0,19,52.52,7950.95,1
0,25,55.44,1315.57,2
0,24,82.47,3812.9,2
0,30,40.99,8193.38,1
1,25,87.14,4930.61,0
0,27,44.77,7223.12,1
0,32,89.58,8360.59,1
0,41,101.42,10791.29,1
0,12,109.82,10101.67,1
0,34,59.64,3799.8,2
1,2,100.32,8834.12,0
0,52,65.44,4110.04,2
0,8,43.08,7116.1,1
0,12,92.62,696.57,2
0,40,48.04,8629.13,1
1,25,35.41,10903.16,0
0,9,30.36,5937.43,1
0,6,58.57,10259.32,1
0,72,94.09,9602.5,1
0,2,101.02,146.63,2
0,0,103.13,1003.73,2
0,27,61.66,4810.85,2
0,23,21.85,2924.3,2
0,33,36.19,4438.02,2
1,32,37.92,5626.44,0
0,49,69.39,5263.77,2
0,63,111.42,1802.35,2
0,37,31.29,1649.63,2
0,6,21.43,4561.36,2
1,15,18.04,7606.23,0
0,25,109.86,6512.25,1
0,19,101.86,964.47,2
0,4,116.23,3124.69,2
0,22,89.43,4572.94,2
0,54,80.29,3669.85,2
0,13,30.57,4927.94,2
1,27,76.72,4839.24,0
0,23,98.66,9165.52,1
1,11,106.67,9180.77,0
0,20,106.75,10340.76,1
0,5,48.96,5769.72,1
0,19,37.38,3055.11,2
0,40,33.14,7618.05,1
0,35,83.69,8410.61,1
1,11,25.14,3849.99,0
1,2,106.8,9073.45,0
1,40,100.4,7640.98,0
0,7,18.71,10673.31,1
1,1,77.93,3811.41,0
0,14,82.58,10149.42,1
0,33,110.42,3837.0,2
0,41,72.55,9534.09,1
0,72,23.28,3619.99,2
0,5,87.71,9996.15,1
0,8,53.65,205.53,2
1,23,69.98,4467.97,0
0,41,42.41,570.51,2
0,6,105.77,4494.01,2
1,13,77.99,4650.09,0
0,13,94.01,9988.0,1
1,37,33.34,8801.55,0
0,6,75.64,2946.67,2
0,72,48.76,9191.2,1
0,17,20.61,2012.63,2
0,8,92.32,7623.5,1
0,8,117.87,3065.65,2
0,0,92.24,10636.72,1
0,29,26.57,10271.55,1
1,37,82.26,3333.75,0
0,0,102.53,342.79,2
0,22,34.45,7127.5,1
0,38,118.05,1806.55,2
0,11,81.61,1310.61,2
0,14,118.17,9981.05,1
1,11,82.28,6209.44,0
0,9,86.21,10275.26,1
0,16,95.48,2924.79,2
0,4,99.99,3666.9,2
0,14,107.6,10305.9,1
0,71,94.71,4912.23,2
0,0,64.86,2588.7,2
0,4,43.89,4578.62,2
0,37,58.51,3874.27,2
0,3,111.83,8668.99,1
0,7,106.03,4533.4,2
0,15,54.96,865.64,2
0,71,61.17,6669.39,1
1,5,48.01,9778.05,0
0,64,81.45,10043.03,1
0,31,54.72,5314.85,2
0,27,99.95,163.98,2
1,32,66.56,6614.76,0
1,0,40.45,5156.24,0
1,2,63.47,10357.97,0
0,10,92.99,9747.48,1
0,1,64.28,9898.65,1
0,72,76.35,8614.67,1
0,21,111.23,2762.65,2
0,16,90.73,6349.2,1
0,38,119.68,9310.32,1
